x,y,z,Bx,By,Bz
-0.17227215458500000356,0.07386721790000000398,-0.15144449421499999939,-0.00000000000754679008,-0.00000013410106663161,0.00000001751737632640
-0.17227215458500000356,0.07386721790000000398,-0.13850477007637931008,-0.00000000000758001494,-0.00000013404474333191,0.00000001857087011580
-0.17227215458500000356,0.07386721790000000398,-0.12556504593775862076,-0.00000000000759277978,-0.00000013354838270442,0.00000001969535370351
-0.17227215458500000356,0.07386721790000000398,-0.11262532179913793146,-0.00000000000758053419,-0.00000013252644471445,0.00000002089202381389
-0.17227215458500000356,0.07386721790000000398,-0.09968559766051724214,-0.00000000000753799266,-0.00000013088169717293,0.00000002216045180713
-0.17227215458500000356,0.07386721790000000398,-0.08674587352189655284,-0.00000000000745909857,-0.00000012850532811255,0.00000002349795433402
-0.17227215458500000356,0.07386721790000000398,-0.07380614938327586353,-0.00000000000733703481,-0.00000012527804874887,0.00000002489883267096
-0.17227215458500000356,0.07386721790000000398,-0.06086642524465517421,-0.00000000000716430949,-0.00000012107265787615,0.00000002635349573054
-0.17227215458500000356,0.07386721790000000398,-0.04792670110603448490,-0.00000000000693295303,-0.00000011575862012421,0.00000002784751399367
-0.17227215458500000356,0.07386721790000000398,-0.03498697696741379559,-0.00000000000663486770,-0.00000010920922336804,0.00000002936069951228
-0.17227215458500000356,0.07386721790000000398,-0.02204725282879310629,-0.00000000000626236802,-0.00000010131175312662,0.00000003086636972420
-0.17227215458500000356,0.07386721790000000398,-0.00910752869017241697,-0.00000000000580893388,-0.00000009198076539582,0.00000003233102152880
-0.17227215458500000356,0.07386721790000000398,0.00383219544844827234,-0.00000000000527016105,-0.00000008117387760791,0.00000003371469624823
-0.17227215458500000356,0.07386721790000000398,0.01677191958706896166,-0.00000000000464483333,-0.00000006890852572244,0.00000003497232116476
-0.17227215458500000356,0.07386721790000000398,0.02971164372568965096,-0.00000000000393596296,-0.00000005527700352193,0.00000003605622682636
-0.17227215458500000356,0.07386721790000000398,0.04265136786431034028,-0.00000000000315157386,-0.00000004045617432988,0.00000003691983016222
-0.17227215458500000356,0.07386721790000000398,0.05559109200293102958,-0.00000000000230497170,-0.00000002470806930294,0.00000003752215291310
-0.17227215458500000356,0.07386721790000000398,0.06853081614155171889,-0.00000000000141429433,-0.00000000836866498993,0.00000003783249351157
-0.17227215458500000356,0.07386721790000000398,0.08147054028017240821,-0.00000000000050127972,0.00000000817543031985,0.00000003783433213543
-0.17227215458500000356,0.07386721790000000398,0.09441026441879309751,0.00000000000041060523,0.00000002451944690723,0.00000003752757032841
-0.17227215458500000356,0.07386721790000000398,0.10734998855741378682,0.00000000000129834000,0.00000004027637137127,0.00000003692854456463
-0.17227215458500000356,0.07386721790000000398,0.12028971269603447615,0.00000000000214140146,0.00000005510949290346,0.00000003606781028098
-0.17227215458500000356,0.07386721790000000398,0.13322943683465516545,0.00000000000292331168,0.00000006875584477719,0.00000003498625144770
-0.17227215458500000356,0.07386721790000000398,0.14616916097327585476,0.00000000000363246740,0.00000008103756963481,0.00000003373041213222
-0.17227215458500000356,0.07386721790000000398,0.15910888511189654406,0.00000000000426223859,0.00000009186144481712,0.00000003234797179164
-0.17227215458500000356,0.07386721790000000398,0.17204860925051723337,0.00000000000481048475,0.00000010120925439936,0.00000003088404987830
-0.17227215458500000356,0.07386721790000000398,0.18498833338913792270,0.00000000000527871517,0.00000010912278925695,0.00000002937867438409
-0.17227215458500000356,0.07386721790000000398,0.19792805752775861200,0.00000000000567111634,0.00000011568709233115,0.00000002786542745549
-0.17227215458500000356,0.07386721790000000398,0.21086778166637930131,0.00000000000599361669,0.00000012101464571616,0.00000002637107059395
-0.17227215458500000356,0.07386721790000000398,0.22380750580499999061,0.00000000000625308987,0.00000012523206411049,0.00000002491586416376
-0.17227215458500000356,0.07395454203793103813,-0.15144449421499999939,-0.00000000000754801638,-0.00000013410792790751,0.00000001746657398516
-0.17227215458500000356,0.07395454203793103813,-0.13850477007637931008,-0.00000000000758131423,-0.00000013405207602747,0.00000001851707810485
-0.17227215458500000356,0.07395454203793103813,-0.12556504593775862076,-0.00000000000759415352,-0.00000013355619916705,0.00000001963837973631
-0.17227215458500000356,0.07395454203793103813,-0.11262532179913793146,-0.00000000000758198259,-0.00000013253474817116,0.00000002083167419817
-0.17227215458500000356,0.07395454203793103813,-0.09968559766051724214,-0.00000000000753951417,-0.00000013089047793073,0.00000002209653622924
-0.17227215458500000356,0.07395454203793103813,-0.08674587352189655284,-0.00000000000746068938,-0.00000012851455887278,0.00000002343029233379
-0.17227215458500000356,0.07395454203793103813,-0.07380614938327586353,-0.00000000000733868825,-0.00000012528767905910,0.00000002482726211255
-0.17227215458500000356,0.07395454203793103813,-0.06086642524465517421,-0.00000000000716601534,-0.00000012108260791276,0.00000002627788351221
-0.17227215458500000356,0.07395454203793103813,-0.04792670110603448490,-0.00000000000693469693,-0.00000011576877426700,0.00000002776776909070
-0.17227215458500000356,0.07395454203793103813,-0.03498697696741379559,-0.00000000000663663068,-0.00000010921942440469,0.00000002927678817720
-0.17227215458500000356,0.07395454203793103813,-0.02204725282879310629,-0.00000000000626412628,-0.00000010132179838291,0.00000003077833225009
-0.17227215458500000356,0.07395454203793103813,-0.00910752869017241697,-0.00000000000581065903,-0.00000009199040653246,0.00000003223898941317
-0.17227215458500000356,0.07395454203793103813,0.00383219544844827234,-0.00000000000527182092,-0.00000008118282607049,0.00000003361890793068
-0.17227215458500000356,0.07395454203793103813,0.01677191958706896166,-0.00000000000464639356,-0.00000006891646560419,0.00000003487313388228
